lat,lon,dpeth,BLOCKS,BOULDERS,COBBLES,GRAVEL,SAND,SILT,CLAY,BLOCKSIZE,BOULDERSIZE,COBBLESIZE,GRAVELSIZE,SANDSIZE,SILTSIZE,CLAYSIZE,i,j
45.99674789,-73.19030042,-10.758,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,197,14
45.99494872,-73.19035909,-12.398,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,198,14
45.99314955,-73.19041775,-15.738,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,199,14
45.99135037,-73.1904764,-16.368,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,200,14
45.9895512,-73.19053505,-16.908,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,201,14
45.98419452,-73.19329184,-15.248,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,204,13
45.98239534,-73.19335038,-15.188,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,205,13
45.98063694,-73.19598964,-15.278,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,206,12
45.97883776,-73.19604809,-15.218,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,207,12
45.9770793,-73.19868708,-15.858,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,208,11
45.97528011,-73.19874544,-14.988,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,209,11
45.97172239,-73.20144244,-14.388,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,211,10
45.96640593,-73.20677732,-16.038,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,214,8
45.96464719,-73.20941538,-15.298,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,215,7
45.9628884,-73.21205328,-13.988,0,0,10,30,40,0,20,0,0,0.0016,0.0045,0.00038762,0,4.00E-07,216,6
46.03428363,-73.17356795,-13.228,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,176,20
46.03252575,-73.17621034,-9.758,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,177,19
46.0307266,-73.17626954,-9.778,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,178,19
46.02892745,-73.17632873,-10.438,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,179,19
46.02721064,-73.18155363,-0.233,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,180,17
46.0271695,-73.17897077,-3.043,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,180,18
46.02712831,-73.17638791,-10.858,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,180,19
46.02541149,-73.18161264,-0.342,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,181,17
46.02537035,-73.17902986,-3.643,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,181,18
46.02532916,-73.17644709,-11.158,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,181,19
46.02361233,-73.18167165,-1.082,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,182,17
46.0235712,-73.17908895,-4.992,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,182,18
46.02177205,-73.17914804,-6.242,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,183,18
46.0199729,-73.17920712,-10.708,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,184,18
46.01821487,-73.18184863,-4.999,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,185,17
46.01817375,-73.17926619,-12.118,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,185,18
46.01645678,-73.18448998,-2.163,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,186,16
46.01641571,-73.18190762,-9.188,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,186,17
46.01465762,-73.18454888,-2.838,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,187,16
46.01461656,-73.1819666,-9.878,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,187,17
46.01285846,-73.18460777,-3.382,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,188,16
46.0128174,-73.18202557,-10.168,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,188,17
46.0111003,-73.18724877,-0.852,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,189,15
46.0110593,-73.18466665,-8.328,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,189,16
46.01101824,-73.18208453,-11.058,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,189,17
46.00926014,-73.18472553,-8.908,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,190,16
46.00746098,-73.1847844,-10.928,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,191,16
46.00566181,-73.18484327,-11.858,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,192,16
46.00390364,-73.18748391,-9.208,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,193,15
46.00210447,-73.18754268,-10.828,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,194,15
46.00030531,-73.18760145,-11.158,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,195,15
45.99854706,-73.19024175,-9.548,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,196,14
45.99850614,-73.18766021,-13.098,0,0,0,10,40,10,40,0,0,0,0.0015,0.00038762,2.90E-06,8.00E-07,196,15
46.0342423,-73.17098478,-13.438,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,176,21
46.03248448,-73.17362724,-14.138,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,177,20
46.03068534,-73.17368652,-15.118,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,178,20
46.0288862,-73.17374579,-15.068,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,179,20
46.02708705,-73.17380506,-16.298,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,180,20
46.02528791,-73.17386433,-17.858,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,181,20
46.02353001,-73.17650627,-12.928,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,182,19
46.02348876,-73.17392358,-17.278,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,182,20
46.02173086,-73.17656543,-14.298,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,183,19
46.02168962,-73.17398283,-16.008,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,183,20
46.01993171,-73.1766246,-14.778,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,184,19
46.01989047,-73.17404208,-15.578,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,184,20
46.01813256,-73.17668375,-13.998,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,185,19
46.01637459,-73.17932526,-12.658,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,186,18
46.01633341,-73.1767429,-14.658,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,186,19
46.01457544,-73.17938432,-12.898,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,187,18
46.01453426,-73.17680205,-14.528,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,187,19
46.01277628,-73.17944338,-13.208,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,188,18
46.01097713,-73.17950243,-12.588,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,189,18
46.00921908,-73.1821435,-12.388,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,190,17
46.00917797,-73.17956147,-12.748,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,190,18
46.00741993,-73.18220245,-12.478,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,191,17
46.00562077,-73.1822614,-13.228,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,192,17
46.00386265,-73.18490213,-12.398,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,193,16
46.00382161,-73.18232035,-15.178,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,193,17
46.00206349,-73.18496098,-13.028,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,194,16
46.00202244,-73.18237929,-15.198,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,194,17
46.00026432,-73.18501983,-16.178,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,195,16
46.00022328,-73.18243822,-15.308,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,195,17
45.99846516,-73.18507867,-16.338,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,196,16
45.99670697,-73.18771896,-15.088,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,197,15
45.99666599,-73.18513751,-15.998,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,197,16
45.9949078,-73.18777771,-15.538,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,198,15
45.99486683,-73.18519635,-15.458,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,198,16
45.99310863,-73.18783646,-16.418,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,199,15
45.99130946,-73.1878952,-16.618,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,200,15
45.98951029,-73.18795393,-16.528,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,201,15
45.98775203,-73.19059369,-16.628,0,0,0,0,50,0,50,0,0,0,0,0.000484525,0,1.00E-06,202,14
46.03939051,-73.15530617,-0.748,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,173,27
46.02512232,-73.16353331,-2.188,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,181,24
46.02332318,-73.16359291,-0.578,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,182,24
46.04336182,-73.17843866,-3.461,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,171,18
46.04156268,-73.1784978,-4.133,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,172,18
46.04152146,-73.17591428,-0.138,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,172,19
46.03976354,-73.17855694,-2.06,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,173,18
46.03972232,-73.1759735,-0.453,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,173,19
46.03796439,-73.17861608,-1.015,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,174,18
46.03792318,-73.17603272,-1.324,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,174,19
46.0343661,-73.17873433,-0.438,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,176,18
46.03256695,-73.17879345,-0.786,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,177,18
46.0307678,-73.17885256,-1.663,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,178,18
46.02896865,-73.17891167,-2.088,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,179,18
46.02181318,-73.18173065,-2.438,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,183,17
46.02001402,-73.18178964,-3.621,0,0,10,20,40,0,30,0,0,0.0016,0.003,0.00038762,0,6.00E-07,184,17
46.10240117,-73.1557928,-1.624,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,138,26
46.09704557,-73.15855888,-2.292,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,141,25
46.07214805,-73.17749155,-0.443,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,155,18
46.0649927,-73.18031309,-0.148,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,159,17
46.05419785,-73.18066778,-0.611,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,165,17
46.05239871,-73.18072688,-2.674,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,166,17
46.05059957,-73.18078597,-2.192,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,167,17
46.04880042,-73.18084505,-2.279,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,168,17
46.04875925,-73.17826118,-1.842,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,168,18
46.04696011,-73.17832035,-2.525,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,169,18
46.04516097,-73.17837951,-2.894,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,170,18
46.05742341,-73.1572912,-0.476,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,163,26
46.05566594,-73.15993522,-0.881,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,164,25
46.05562429,-73.15735106,-1.504,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,164,26
46.0539084,-73.16257907,-1.135,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,165,24
46.05386681,-73.15999499,-2.711,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,165,25
46.05382517,-73.15741092,-9.618,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,165,26
46.0521508,-73.16522275,-1.889,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,166,23
46.05210927,-73.16263875,-3.279,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,166,24
46.05206769,-73.16005476,-9.498,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,166,25
46.05039313,-73.16786627,-1.436,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,167,22
46.05035167,-73.16528235,-3.83,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,167,23
46.05031015,-73.16269843,-8.928,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,167,24
46.048594,-73.16792577,-3.149,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,168,22
46.04855254,-73.16534194,-8.858,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,168,23
46.04683627,-73.17056903,-1.239,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,169,21
46.04679487,-73.16798527,-9.358,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,169,22
46.04507847,-73.17321212,-0.41,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,170,20
46.04499573,-73.16804476,-12.798,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,170,22
46.04323799,-73.17068784,-11.978,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,171,21
46.0431966,-73.16810425,-14.038,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,171,22
46.04143886,-73.17074724,-13.218,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,172,21
46.03963972,-73.17080663,-13.518,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,173,21
46.03608277,-73.17350866,-12.608,0,0,0,0,12,58,30,0,0,0,0,0.000116286,1.68E-05,6.00E-07,175,20
46.05579052,-73.16768772,-0.851,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,164,22
46.05574905,-73.16510355,-0.162,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,164,23
46.0540328,-73.17033134,-1.716,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,165,21
46.05399139,-73.16774725,-0.178,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,165,22
46.05394992,-73.16516316,-0.391,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,165,23
46.05227502,-73.17297479,-2.284,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,166,20
46.05223367,-73.17039077,-1.145,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,166,21
46.05219226,-73.16780676,-0.922,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,166,22
46.05047588,-73.17303413,-1.3,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,167,20
46.0486354,-73.17050962,-0.346,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,168,21
46.04691889,-73.17573657,-0.728,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,169,19
46.0573817,-73.15470697,-0.288,0,0,0,0,50,30,20,0,0,0,0,0.000484525,8.69E-06,4.00E-07,163,27
46.05558259,-73.15476691,-8.678,0,0,0,0,50,30,20,0,0,0,0,0.000484525,8.69E-06,4.00E-07,164,27
46.05554082,-73.15218277,-9.068,0,0,0,0,50,30,20,0,0,0,0,0.000484525,8.69E-06,4.00E-07,164,28
46.055499,-73.14959863,-10.328,0,0,0,0,50,30,20,0,0,0,0,0.000484525,8.69E-06,4.00E-07,164,29
46.05378347,-73.15482685,-9.778,0,0,0,0,50,30,20,0,0,0,0,0.000484525,8.69E-06,4.00E-07,165,27
46.05374171,-73.15224279,-11.668,0,0,0,0,50,30,20,0,0,0,0,0.000484525,8.69E-06,4.00E-07,165,28
46.05202605,-73.15747077,-10.798,0,0,0,0,50,30,20,0,0,0,0,0.000484525,8.69E-06,4.00E-07,166,26
46.05198435,-73.15488679,-14.898,0,0,0,0,50,30,20,0,0,0,0,0.000484525,8.69E-06,4.00E-07,166,27
46.05026857,-73.16011452,-11.538,0,0,0,0,50,30,20,0,0,0,0,0.000484525,8.69E-06,4.00E-07,167,25
46.04851102,-73.1627581,-11.978,0,0,0,0,50,30,20,0,0,0,0,0.000484525,8.69E-06,4.00E-07,168,24
46.04675341,-73.16540152,-12.848,0,0,0,0,50,30,20,0,0,0,0,0.000484525,8.69E-06,4.00E-07,169,23
46.06646065,-73.15957647,-1.268,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,158,25
46.06641899,-73.15699181,-0.483,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,158,26
46.06470314,-73.16222085,-2.241,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,159,24
46.06466154,-73.15963627,-1.424,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,159,25
46.06290401,-73.16228057,-1.966,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,160,24
46.06110489,-73.16234028,-2.23,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,161,24
46.06102164,-73.15717146,-1.742,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,161,26
46.0593473,-73.16498432,-9.378,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,162,23
46.05750665,-73.16245969,-0.125,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,163,24
46.05570752,-73.16251938,-0.4,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,164,24
46.06457816,-73.15446713,-2.655,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,159,27
46.06282076,-73.15711158,-1.561,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,160,26
46.05922253,-73.15723133,-1.575,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,162,26
46.09495331,-73.14051689,-0.698,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,142,32
46.09319627,-73.14316326,-0.388,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,143,31
46.09143917,-73.14580946,-0.862,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,144,30
46.089682,-73.14845549,-1.116,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,145,29
46.08792477,-73.15110136,-1.968,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,146,28
46.08616748,-73.15374706,-2.089,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,147,27
46.08612567,-73.15116149,-0.428,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,147,28
46.08436837,-73.15380709,-2.307,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,148,27
46.08261101,-73.15645254,-2.158,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,149,26
46.08256926,-73.15386713,-1.962,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,149,27
46.08077016,-73.15392715,-1.901,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,150,27
46.07901278,-73.15657241,-2.3,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,151,26
46.07897105,-73.15398717,-1.421,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,151,27
46.07721367,-73.15663234,-2.799,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,152,26
46.07717194,-73.15404719,-0.328,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,152,27
46.07541456,-73.15669227,-2.439,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,153,26
46.07361545,-73.15675219,-3.04,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,154,26
46.07181634,-73.1568121,-2.984,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,155,26
46.07001722,-73.15687201,-1.727,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,156,26
46.06825977,-73.15951665,-0.74,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,157,25
46.06821811,-73.15693191,-1.232,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,157,26
46.08754586,-73.12783072,-3.352,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,146,37
46.08574678,-73.1278916,-3.403,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,147,37
46.0839477,-73.12795248,-3.484,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,148,37
46.08214862,-73.12801335,-1.948,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,149,37
46.08034954,-73.12807421,-2.553,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,150,37
46.07855046,-73.12813507,-1.198,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,151,37
46.10557898,-73.12980802,-3.241,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,136,36
46.10202312,-73.13251601,-3.793,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,138,35
46.10026628,-73.13516297,-2.322,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,139,34
46.10022404,-73.13257677,-3.718,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,139,35
46.09850937,-73.13780977,-1.915,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,140,33
46.0984672,-73.13522364,-2.518,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,140,34
46.09671029,-73.13787035,-1.235,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,141,33
46.11980168,-73.11897252,-3.188,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,128,40
46.11975906,-73.11638543,-1.13,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,128,41
46.11800262,-73.11903376,-2.391,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,129,40
46.11620356,-73.119095,-1.148,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,130,40
46.11444705,-73.12174307,-2.526,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,131,39
46.11264798,-73.12180421,-1.473,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,132,39
46.1108914,-73.12445203,-1.416,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,133,38
46.11084892,-73.12186534,-0.258,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,133,39
46.10913476,-73.12709967,-2.145,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,134,37
46.10909233,-73.12451307,-1.13,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,134,38
46.10733569,-73.12716063,-2.843,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,135,37
46.10553662,-73.12722157,-2.738,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,136,37
46.1037799,-73.12986887,-4.254,0,0,0,0,40,40,20,0,0,0,0,0.00038762,1.16E-05,4.00E-07,137,36
