lat,lon,i,j,UTM_E,UTM_N,depth
46.3067234241731,-72.53596078172,18,262,689736.657940721,5131078.32235344,-0.166
46.306667441584,-72.533365900797,18,263,689936.657940723,5131078.32235346,-0.335
46.3055370057276,-72.5645847803036,19,251,687536.657940727,5130878.32235328,-0.75
46.3054816738195,-72.5619898998492,19,252,687736.657940731,5130878.3223533,-13.008
46.3054262830741,-72.559395027022,19,253,687936.657940732,5130878.32235331,-17.268
46.3053708334917,-72.55680016183,19,254,688136.657940731,5130878.32235333,-19.188
46.3053153250727,-72.5542053042812,19,255,688336.657940733,5130878.32235334,-19.008
46.3052597578177,-72.5516104543838,19,256,688536.657940732,5130878.32235336,-15.758
46.3052041317271,-72.5490156121459,19,257,688736.657940735,5130878.32235337,-13.428
46.3051484468013,-72.5464207775754,19,258,688936.657940737,5130878.32235339,-11.878
46.3050927030407,-72.5438259506806,19,259,689136.657940736,5130878.3223534,-8.448
46.3050369004459,-72.5412311314694,19,260,689336.657940737,5130878.32235342,-0.901
46.3049810390173,-72.53863631995,19,261,689536.657940737,5130878.32235343,-0.394
46.303793931062,-72.567259377369,20,250,687336.657940742,5130678.32235327,-0.53
46.3037386614417,-72.5646645741097,20,251,687536.657940744,5130678.32235328,-12.248
46.3036833329873,-72.5620697784687,20,252,687736.657940745,5130678.3223533,-18.498
46.3036279456991,-72.5594749904538,20,253,687936.657940747,5130678.32235331,-20.608
46.3035724995776,-72.5568802100733,20,254,688136.657940745,5130678.32235332,-19.168
46.3035169946232,-72.5542854373351,20,255,688336.657940746,5130678.32235334,-16.918
46.3034614308365,-72.5516906722474,20,256,688536.657940748,5130678.32235335,-14.088
46.3034058082177,-72.5490959148182,20,257,688736.657940748,5130678.32235337,-12.958
46.3033501267675,-72.5465011650556,20,258,688936.657940751,5130678.32235338,-9.478
46.3032943864863,-72.5439064229677,20,259,689136.657940752,5130678.3223534,-1.48
46.3032385873744,-72.5413116885625,20,260,689336.65794075,5130678.32235341,-0.434
46.3031827294323,-72.5387169618482,20,261,689536.657940752,5130678.32235343,-0.228
46.3020507899914,-72.5699338048131,21,249,687136.657940757,5130478.32235325,-0.401
46.3019955826519,-72.5673390787509,21,250,687336.65794076,5130478.32235327,-11.118
46.3019403164813,-72.5647443602978,21,251,687536.657940759,5130478.32235328,-18.528
46.3018849914802,-72.5621496494619,21,252,687736.657940758,5130478.3223533,-21.018
46.3018296076491,-72.5595549462514,21,253,687936.657940762,5130478.32235331,-21.018
46.3017741649883,-72.5569602506742,21,254,688136.65794076,5130478.32235333,-17.168
46.3017186634983,-72.5543655627385,21,255,688336.657940761,5130478.32235334,-13.968
46.3016631031796,-72.5517708824524,21,256,688536.657940761,5130478.32235335,-13.548
46.3016074840325,-72.5491762098239,21,257,688736.657940761,5130478.32235337,-9.798
46.3015518060577,-72.5465815448611,21,258,688936.657940762,5130478.32235339,-1.805
46.3014960692554,-72.543986887572,21,259,689136.657940766,5130478.3223534,-0.47
46.3014402736262,-72.5413922379648,21,260,689336.657940767,5130478.32235342,-0.284
46.3003075825272,-72.5726080626504,22,248,686936.657940769,5130278.32235324,-0.528
46.3002524374612,-72.5700134137869,22,249,687136.65794077,5130278.32235325,-10.888
46.3001972335674,-72.5674187725236,22,250,687336.657940774,5130278.32235327,-18.298
46.3001419708464,-72.5648241388685,22,251,687536.657940775,5130278.32235328,-21.118
