lat,lon,i,j,UTM_E,UTM_N,depth
46.240967970438,-72.8450322016134,58,144,666136.657941222,5123078.32235171,-2.068
46.2409190558572,-72.8424398570523,58,145,666336.657941219,5123078.32235173,-2.131
46.2408700825368,-72.8398475192219,58,146,666536.657941222,5123078.32235174,-2.047
46.2408210504772,-72.8372551881304,58,147,666736.657941221,5123078.32235175,-2.159
46.2407719596788,-72.8346628637857,58,148,666936.657941222,5123078.32235177,-2.182
46.2407228101419,-72.8320705461959,58,149,667136.657941224,5123078.32235179,-2.314
46.2406736018671,-72.8294782353691,58,150,667336.657941222,5123078.3223518,-2.369
46.2406243348546,-72.8268859313133,58,151,667536.657941224,5123078.32235182,-2.507
46.2405750091048,-72.8242936340366,58,152,667736.657941224,5123078.32235183,-2.655
46.2405256246182,-72.821701343547,58,153,667936.657941224,5123078.32235184,-2.716
46.2404761813952,-72.8191090598527,58,154,668136.657941227,5123078.32235186,-2.786
46.2404266794361,-72.8165167829615,58,155,668336.657941227,5123078.32235187,-2.909
46.2403771187415,-72.8139245128817,58,156,668536.657941226,5123078.32235189,-3.032
46.2403274993115,-72.8113322496213,58,157,668736.657941228,5123078.3223519,-3.127
46.2402778211467,-72.8087399931882,58,158,668936.657941227,5123078.32235192,-3.267
46.2402280842475,-72.8061477435906,58,159,669136.657941227,5123078.32235193,-3.365
46.2401782886143,-72.8035555008366,58,160,669336.657941231,5123078.32235194,-3.286
46.2401284342474,-72.8009632649341,58,161,669536.65794123,5123078.32235196,-3.306
46.2400785211473,-72.7983710358912,58,162,669736.65794123,5123078.32235197,-3.395
46.2400285493144,-72.795778813716,58,163,669936.657941232,5123078.32235199,-3.527
46.239978518749,-72.7931865984166,58,164,670136.657941233,5123078.322352,-3.504
46.2399284294516,-72.7905943900009,58,165,670336.657941234,5123078.32235202,-3.589
46.2398782814226,-72.7880021884771,58,166,670536.657941232,5123078.32235203,-3.717
46.2398280746624,-72.7854099938532,58,167,670736.657941236,5123078.32235205,-3.756
46.2397778091714,-72.7828178061372,58,168,670936.657941235,5123078.32235206,-3.82
46.23972748495,-72.7802256253372,58,169,671136.657941234,5123078.32235208,-3.772
46.2396771019986,-72.7776334514613,58,170,671336.657941239,5123078.32235209,-3.979
46.2396266603176,-72.7750412845175,58,171,671536.657941237,5123078.3223521,-4.099
46.2395761599074,-72.7724491245139,58,172,671736.657941238,5123078.32235212,-4.227
46.2395256007684,-72.7698569714585,58,173,671936.65794124,5123078.32235213,-4.362
46.2394749829011,-72.7672648253593,58,174,672136.657941238,5123078.32235215,-4.339
46.2394243063058,-72.7646726862244,58,175,672336.657941238,5123078.32235216,-4.087
46.239373570983,-72.762080554062,58,176,672536.65794124,5123078.32235218,-4.196
46.239322776933,-72.7594884288799,58,177,672736.657941242,5123078.32235219,-4.899
46.2392719241563,-72.7568963106863,58,178,672936.657941241,5123078.32235221,-6.103
46.2392210126533,-72.7543041994893,58,179,673136.657941242,5123078.32235222,-13.038
46.2391700424244,-72.7517120952968,58,180,673336.657941244,5123078.32235224,-14.528
46.23911901347,-72.749119998117,58,181,673536.657941242,5123078.32235225,-14.318
46.2390679257905,-72.7465279079578,58,182,673736.657941243,5123078.32235226,-14.218
46.2390167793863,-72.7439358248274,58,183,673936.657941245,5123078.32235228,-8.008
46.2389655742578,-72.7413437487337,58,184,674136.657941246,5123078.32235229,-6.782
46.2389143104056,-72.7387516796849,58,185,674336.657941248,5123078.32235231,-6.099
46.2388629878298,-72.736159617689,58,186,674536.657941246,5123078.32235232,-5.157
46.2388116065311,-72.7335675627539,58,187,674736.657941248,5123078.32235234,-5.004
46.2387601665098,-72.7309755148879,58,188,674936.657941247,5123078.32235235,-4.805
46.2387086677663,-72.7283834740989,58,189,675136.657941251,5123078.32235236,-4.564
46.238657110301,-72.7257914403951,58,190,675336.65794125,5123078.32235238,-4.509
46.2386054941143,-72.7231994137843,58,191,675536.657941252,5123078.32235239,-4.36
46.2385538192067,-72.7206073942747,58,192,675736.65794125,5123078.32235241,-4.326
46.2385020855786,-72.7180153818744,58,193,675936.657941252,5123078.32235242,-4.342
46.2384502932304,-72.7154233765913,58,194,676136.657941252,5123078.32235244,-4.332
46.2383984421625,-72.7128313784336,58,195,676336.657941254,5123078.32235245,-4.565
46.2383465323753,-72.7102393874092,58,196,676536.657941255,5123078.32235247,-4.987
46.2382945638693,-72.7076474035263,58,197,676736.657941255,5123078.32235248,-5.514
46.2382425366448,-72.7050554267929,58,198,676936.657941255,5123078.3223525,-5.902
46.2381904507024,-72.702463457217,58,199,677136.657941256,5123078.32235251,-5.496
46.2381383060423,-72.6998714948067,58,200,677336.657941259,5123078.32235252,-4.881
46.2380861026651,-72.69727953957,58,201,677536.657941259,5123078.32235254,-4.267
46.2380338405711,-72.694687591515,58,202,677736.657941258,5123078.32235255,-3.885
46.2379815197608,-72.6920956506497,58,203,677936.657941261,5123078.32235257,-3.526
46.2379291402346,-72.6895037169822,58,204,678136.65794126,5123078.32235258,-3.33
46.2378767019929,-72.6869117905205,58,205,678336.657941263,5123078.3223526,-2.798
46.2378242050361,-72.6843198712726,58,206,678536.657941259,5123078.32235261,-2.187
46.2377716493648,-72.6817279592467,58,207,678736.657941261,5123078.32235263,-1.739
46.2377190349792,-72.6791360544508,58,208,678936.657941262,5123078.32235264,-1.382
46.2376663618798,-72.6765441568928,58,209,679136.657941265,5123078.32235265,-1.204
46.2376136300671,-72.673952266581,58,210,679336.657941263,5123078.32235267,-1.1
46.2375608395414,-72.6713603835232,58,211,679536.657941265,5123078.32235269,-1.175
46.2375079903032,-72.6687685077276,58,212,679736.657941264,5123078.3223527,-1.185
46.2374550823529,-72.6661766392022,58,213,679936.657941264,5123078.32235271,-0.814
46.2400396155864,-72.8917644737188,59,126,662536.657941223,5122878.32235145,-0.174
46.2399917613732,-72.8891720939858,59,127,662736.657941221,5122878.32235147,-0.34
46.239943848417,-72.8865797208377,59,128,662936.657941225,5122878.32235148,-0.462
46.2398958767182,-72.8839873542827,59,129,663136.657941223,5122878.3223515,-0.476
46.2398478462772,-72.8813949943287,59,130,663336.657941226,5122878.32235151,-0.519
46.2397997570943,-72.8788026409838,59,131,663536.657941226,5122878.32235152,-0.614
46.2397516091701,-72.8762102942561,59,132,663736.657941228,5122878.32235154,-0.752
46.2397034025047,-72.8736179541536,59,133,663936.657941227,5122878.32235155,-0.874
46.2396551370988,-72.8710256206843,59,134,664136.657941227,5122878.32235157,-1
46.2396068129525,-72.8684332938564,59,135,664336.65794123,5122878.32235158,-1.106
46.2395584300664,-72.8658409736779,59,136,664536.657941228,5122878.3223516,-1.434
46.2395099884408,-72.8632486601569,59,137,664736.657941228,5122878.32235161,-1.6
46.2394614880761,-72.8606563533013,59,138,664936.65794123,5122878.32235163,-1.806
46.2394129289726,-72.8580640531194,59,139,665136.657941231,5122878.32235164,-1.926
46.2393643111309,-72.855471759619,59,140,665336.657941229,5122878.32235165,-2.022
46.2393156345513,-72.8528794728083,59,141,665536.65794123,5122878.32235167,-2.061
46.2392668992341,-72.8502871926953,59,142,665736.657941233,5122878.32235169,-2.197
46.2392181051798,-72.8476949192882,59,143,665936.657941233,5122878.3223517,-2.191
46.2391692523887,-72.8451026525948,59,144,666136.657941234,5122878.32235171,-2.154
46.2391203408613,-72.8425103926234,59,145,666336.657941235,5122878.32235173,-2.305
46.239071370598,-72.8399181393819,59,146,666536.657941235,5122878.32235174,-2.242
46.2390223415991,-72.8373258928784,59,147,666736.657941236,5122878.32235176,-2.263
46.238973253865,-72.834733653121,59,148,666936.657941236,5122878.32235177,-2.407
46.2389241073962,-72.8321414201177,59,149,667136.657941238,5122878.32235179,-2.452
46.238874902193,-72.8295491938766,59,150,667336.657941238,5122878.3223518,-2.587
46.2388256382558,-72.8269569744056,59,151,667536.657941238,5122878.32235182,-2.683
46.238776315585,-72.824364761713,59,152,667736.657941238,5122878.32235183,-2.782
46.2387269341811,-72.8217725558067,59,153,667936.657941241,5122878.32235184,-2.877
46.2386774940444,-72.8191803566948,59,154,668136.657941241,5122878.32235186,-2.961
46.2386279951754,-72.8165881643853,59,155,668336.657941243,5122878.32235187,-3.038
46.2385784375743,-72.8139959788864,59,156,668536.657941244,5122878.32235189,-3.238
46.2385288212417,-72.8114038002059,59,157,668736.657941241,5122878.3223519,-3.282
46.2384791461779,-72.8088116283521,59,158,668936.657941243,5122878.32235192,-3.307
46.2384294123833,-72.806219463333,59,159,669136.657941242,5122878.32235193,-3.317
46.2383796198583,-72.8036273051565,59,160,669336.657941245,5122878.32235194,-3.254
46.2383297686034,-72.8010351538308,59,161,669536.657941244,5122878.32235196,-3.306
46.2382798586189,-72.7984430093639,59,162,669736.657941244,5122878.32235197,-3.399
46.2382298899052,-72.7958508717639,59,163,669936.657941246,5122878.32235199,-3.419
46.2381798624628,-72.7932587410388,59,164,670136.657941247,5122878.322352,-3.424
46.238129776292,-72.7906666171967,59,165,670336.657941249,5122878.32235202,-3.557
46.2380796313933,-72.7880745002456,59,166,670536.657941246,5122878.32235203,-3.734
46.238029427767,-72.7854823901936,59,167,670736.65794125,5122878.32235205,-3.779
46.2379791654135,-72.7828902870488,59,168,670936.657941249,5122878.32235206,-3.931
46.2379288443333,-72.7802981908191,59,169,671136.657941251,5122878.32235208,-3.977
46.2378784645268,-72.7777061015126,59,170,671336.65794125,5122878.32235209,-4.077
46.2378280259943,-72.7751140191374,59,171,671536.65794125,5122878.32235211,-4.14
46.2377775287364,-72.7725219437016,59,172,671736.657941253,5122878.32235212,-4.202
46.2377269727533,-72.7699298752132,59,173,671936.657941255,5122878.32235213,-3.946
46.2376763580455,-72.7673378136802,59,174,672136.657941253,5122878.32235215,-3.844
46.2376256846134,-72.7647457591107,59,175,672336.657941256,5122878.32235216,-4.494
46.2375749524574,-72.7621537115127,59,176,672536.657941257,5122878.32235218,-4.941
46.237524161578,-72.7595616708943,59,177,672736.657941257,5122878.32235219,-8.948
46.2374733119754,-72.7569696372636,59,178,672936.657941256,5122878.32235221,-13.588
46.2374224036503,-72.7543776106286,59,179,673136.657941255,5122878.32235222,-14.528
46.2373714366028,-72.7517855909973,59,180,673336.657941255,5122878.32235224,-14.598
46.2373204108336,-72.7491935783778,59,181,673536.657941258,5122878.32235225,-13.828
46.2372693263429,-72.7466015727782,59,182,673736.657941258,5122878.32235226,-6.609
46.2372181831312,-72.7440095742065,59,183,673936.657941259,5122878.32235228,-6.073
46.2371669811989,-72.7414175826707,59,184,674136.657941259,5122878.3223523,-5.154
46.2371157205464,-72.7388255981789,59,185,674336.65794126,5122878.32235231,-4.432
46.2370644011741,-72.7362336207392,59,186,674536.657941259,5122878.32235232,-4.344
46.2370130230825,-72.7336416503596,59,187,674736.657941265,5122878.32235234,-4.24
46.2369615862719,-72.7310496870481,59,188,674936.657941261,5122878.32235235,-4.199
46.2369100907428,-72.7284577308128,59,189,675136.657941265,5122878.32235237,-4.03
46.2368585364956,-72.7258657816618,59,190,675336.657941265,5122878.32235238,-3.947
46.2368069235307,-72.723273839603,59,191,675536.657941267,5122878.3223524,-3.797
46.2367552518485,-72.7206819046446,59,192,675736.657941267,5122878.32235241,-3.699
46.2367035214495,-72.7180899767946,59,193,675936.657941269,5122878.32235242,-3.754
46.236651732334,-72.715498056061,59,194,676136.657941266,5122878.32235244,-3.865
46.2365998845025,-72.7129061424519,59,195,676336.657941267,5122878.32235245,-4.09
46.2365479779553,-72.7103142359754,59,196,676536.657941268,5122878.32235247,-4.15
46.236496012693,-72.7077223366394,59,197,676736.65794127,5122878.32235248,-4.185
46.2364439887159,-72.7051304444521,59,198,676936.65794127,5122878.3223525,-3.996
46.2363919060244,-72.7025385594215,59,199,677136.657941272,5122878.32235251,-3.72
46.2363397646191,-72.6999466815556,59,200,677336.657941273,5122878.32235253,-3.408
46.2362875645002,-72.6973548108625,59,201,677536.657941273,5122878.32235254,-3.159
46.2362353056682,-72.6947629473502,59,202,677736.657941272,5122878.32235255,-2.957
46.2361829881235,-72.6921710910267,59,203,677936.657941273,5122878.32235257,-2.593
46.2361306118666,-72.6895792419002,59,204,678136.657941274,5122878.32235259,-2.042
46.2360781768979,-72.6869873999787,59,205,678336.657941277,5122878.3223526,-1.414
46.2360256832178,-72.6843955652702,59,206,678536.657941278,5122878.32235261,-1.297
46.2359731308267,-72.6818037377827,59,207,678736.657941277,5122878.32235263,-1.225
46.235920519725,-72.6792119175243,59,208,678936.657941279,5122878.32235264,-1.014
46.2358678499133,-72.6766201045031,59,209,679136.657941277,5122878.32235266,-1.054
46.2358151213918,-72.6740282987271,59,210,679336.657941279,5122878.32235267,-1.105
46.235762334161,-72.6714365002044,59,211,679536.657941281,5122878.32235268,-1.125
46.2357094882214,-72.6688447089429,59,212,679736.65794128,5122878.3223527,-0.941
46.2356565835734,-72.6662529249508,59,213,679936.65794128,5122878.32235271,-0.469
46.2382886350407,-72.8944256970874,60,125,662336.657941236,5122678.32235144,-0.27
46.2382408425545,-72.8918333953741,60,126,662536.657941236,5122678.32235145,-0.39
46.2381929913285,-72.8892411002369,60,127,662736.657941239,5122678.32235147,-0.487
46.2381450813632,-72.8866488116838,60,128,662936.657941239,5122678.32235148,-0.494
46.238097112659,-72.884056529723,60,129,663136.65794124,5122678.3223515,-0.565
46.2380490852163,-72.8814642543625,60,130,663336.657941239,5122678.32235151,-0.785
46.2380009990354,-72.8788719856102,60,131,663536.657941243,5122678.32235153,-0.992
46.2379528541167,-72.8762797234744,60,132,663736.657941239,5122678.32235154,-1.168
46.2379046504606,-72.873687467963,60,133,663936.657941242,5122678.32235155,-1.314
46.2378563880675,-72.8710952190841,60,134,664136.657941241,5122678.32235157,-1.437
46.2378080669378,-72.8685029768457,60,135,664336.657941244,5122678.32235158,-1.535
46.2377596870719,-72.865910741256,60,136,664536.657941245,5122678.3223516,-1.472
46.2377112484702,-72.8633185123229,60,137,664736.657941242,5122678.32235161,-1.77
46.237662751133,-72.8607262900545,60,138,664936.657941246,5122678.32235163,-1.935
46.2376141950608,-72.8581340744589,60,139,665136.657941244,5122678.32235164,-2.046
46.237565580254,-72.8555418655441,60,140,665336.657941245,5122678.32235165,-2.105
46.2375169067128,-72.8529496633182,60,141,665536.657941245,5122678.32235167,-2.126
46.2374681744379,-72.8503574677893,60,142,665736.657941247,5122678.32235169,-2.247
46.2374193834294,-72.8477652789653,60,143,665936.65794125,5122678.3223517,-2.294
46.2373705336879,-72.8451730968544,60,144,666136.657941249,5122678.32235171,-2.311
46.2373216252136,-72.8425809214645,60,145,666336.657941247,5122678.32235173,-2.391
46.2372726580071,-72.8399887528039,60,146,666536.657941251,5122678.32235174,-2.465
46.2372236320687,-72.8373965908804,60,147,666736.657941249,5122678.32235176,-2.462
46.2371745473988,-72.8348044357022,60,148,666936.657941251,5122678.32235177,-2.564
46.2371254039978,-72.8322122872773,60,149,667136.657941253,5122678.32235179,-2.676
46.2370762018661,-72.8296201456138,60,150,667336.657941252,5122678.3223518,-2.754
46.237026941004,-72.8270280107197,60,151,667536.657941254,5122678.32235181,-2.871
46.2369776214121,-72.8244358826031,60,152,667736.657941252,5122678.32235183,-2.969
46.2369282430906,-72.821843761272,60,153,667936.657941254,5122678.32235184,-3.064
46.2368788060401,-72.8192516467345,60,154,668136.657941254,5122678.32235186,-3.127
46.2368293102608,-72.8166595389986,60,155,668336.657941256,5122678.32235187,-3.163
46.2367797557532,-72.8140674380725,60,156,668536.657941258,5122678.32235189,-3.256
46.2367301425177,-72.811475343964,60,157,668736.657941256,5122678.3223519,-3.289
46.2366804705546,-72.8088832566814,60,158,668936.657941256,5122678.32235192,-3.274
46.2366307398645,-72.8062911762326,60,159,669136.657941258,5122678.32235193,-3.211
46.2365809504476,-72.8036991026257,60,160,669336.65794126,5122678.32235194,-3.224
46.2365311023044,-72.8011070358687,60,161,669536.657941258,5122678.32235196,-3.286
46.2364811954353,-72.7985149759698,60,162,669736.657941261,5122678.32235198,-3.336
46.2364312298407,-72.7959229229369,60,163,669936.657941262,5122678.32235199,-3.406
46.236381205521,-72.7933308767781,60,164,670136.657941262,5122678.322352,-3.466
46.2363311224766,-72.7907388375015,60,165,670336.657941263,5122678.32235202,-3.604
46.2362809807079,-72.7881468051151,60,166,670536.657941264,5122678.32235203,-3.779
46.2362307802153,-72.7855547796269,60,167,670736.657941262,5122678.32235205,-3.988
46.2361805209992,-72.7829627610451,60,168,670936.657941263,5122678.32235206,-4.056
46.2361302030601,-72.7803707493776,60,169,671136.657941264,5122678.32235208,-4.166
46.2360798263982,-72.7777787446326,60,170,671336.657941264,5122678.32235209,-4.085
46.2360293910141,-72.775186746818,60,171,671536.657941265,5122678.3223521,-4.055
46.2359788969082,-72.7725947559419,60,172,671736.657941265,5122678.32235212,-3.645
46.2359283440807,-72.7700027720124,60,173,671936.657941267,5122678.32235213,-3.795
46.2358777325323,-72.7674107950375,60,174,672136.657941268,5122678.32235215,-4.638
46.2358270622632,-72.7648188250253,60,175,672336.657941269,5122678.32235216,-4.871
46.2357763332738,-72.7622268619838,60,176,672536.657941271,5122678.32235218,-13.408
46.2357255455647,-72.7596349059211,60,177,672736.657941271,5122678.32235219,-14.478
46.2356746991361,-72.7570429568452,60,178,672936.65794127,5122678.32235221,-14.688
46.2356237939886,-72.7544510147642,60,179,673136.657941271,5122678.32235222,-14.538
46.2355728301224,-72.751859079686,60,180,673336.657941273,5122678.32235224,-9.088
46.2355218075381,-72.7492671516189,60,181,673536.657941271,5122678.32235225,-5.839
46.235470726236,-72.7466752305707,60,182,673736.657941274,5122678.32235226,-4.981
46.2354195862166,-72.7440833165497,60,183,673936.657941275,5122678.32235228,-4.453
46.2353683874802,-72.7414914095637,60,184,674136.657941275,5122678.32235229,-3.915
46.2353171300273,-72.7388995096209,60,185,674336.657941275,5122678.32235231,-3.916
46.2352658138583,-72.7363076167294,60,186,674536.657941278,5122678.32235232,-3.944
46.2352144389735,-72.733715730897,60,187,674736.657941278,5122678.32235234,-3.674
46.2351630053735,-72.731123852132,60,188,674936.657941275,5122678.32235235,-3.284
46.2351115130587,-72.7285319804424,60,189,675136.657941278,5122678.32235237,-3.012
46.2350599620293,-72.7259401158362,60,190,675336.65794128,5122678.32235238,-3.034
46.235008352286,-72.7233482583214,60,191,675536.657941281,5122678.3223524,-3.203
46.234956683829,-72.7207564079061,60,192,675736.657941281,5122678.32235241,-3.3
46.2349049566588,-72.7181645645984,60,193,675936.657941282,5122678.32235243,-3.32
46.2348531707758,-72.7155727284062,60,194,676136.657941284,5122678.32235244,-3.374
46.2348013261804,-72.7129808993378,60,195,676336.657941283,5122678.32235245,-3.31
46.2347494228731,-72.710389077401,60,196,676536.657941284,5122678.32235247,-3.274
46.2346974608543,-72.7077972626039,60,197,676736.657941284,5122678.32235248,-3.342
46.2346454401243,-72.7052054549547,60,198,676936.657941287,5122678.3223525,-3.205
46.2345933606837,-72.7026136544612,60,199,677136.657941285,5122678.32235251,-2.712
46.2345412225328,-72.7000218611317,60,200,677336.657941287,5122678.32235253,-2.426
46.234489025672,-72.6974300749741,60,201,677536.657941287,5122678.32235254,-2.319
46.2344367701018,-72.6948382959964,60,202,677736.657941286,5122678.32235255,-2.017
46.2343844558226,-72.6922465242068,60,203,677936.657941288,5122678.32235257,-1.546
46.2343320828348,-72.6896547596133,60,204,678136.657941287,5122678.32235258,-1.312
46.2342796511388,-72.6870630022239,60,205,678336.657941289,5122678.3223526,-1.344
46.2342271607351,-72.6844712520466,60,206,678536.65794129,5122678.32235261,-1.287
46.2341746116241,-72.6818795090895,60,207,678736.65794129,5122678.32235263,-1.135
46.2341220038062,-72.6792877733607,60,208,678936.657941294,5122678.32235264,-1.032
46.2340693372818,-72.6766960448682,60,209,679136.657941294,5122678.32235266,-1.054
46.2340166120514,-72.67410432362,60,210,679336.657941294,5122678.32235267,-1.071
46.2339638281153,-72.6715126096243,60,211,679536.657941291,5122678.32235269,-0.882
46.2339109854741,-72.6689209028889,60,212,679736.657941294,5122678.3223527,-0.476
46.2338580841281,-72.666329203422,60,213,679936.657941294,5122678.32235271,-0.271
46.2365375891437,-72.8970867512701,61,124,662136.657941252,5122478.32235142,-0.218
46.2364898583773,-72.894494527578,61,125,662336.657941253,5122478.32235144,-0.39
46.2364420688745,-72.8919023104532,61,126,662536.65794125,5122478.32235145,-0.464
46.2363942206356,-72.8893100999038,61,127,662736.657941254,5122478.32235147,-0.486
46.2363463136611,-72.8867178959377,61,128,662936.657941252,5122478.32235148,-0.658
46.2362983479513,-72.8841256985631,61,129,663136.657941254,5122478.32235149,-0.882
46.2362503235066,-72.8815335077879,61,130,663336.657941253,5122478.32235151,-1.098
46.2362022403274,-72.8789413236203,61,131,663536.657941255,5122478.32235152,-1.243
46.236154098414,-72.8763491460683,61,132,663736.657941256,5122478.32235154,-1.37
46.236105897767,-72.87375697514,61,133,663936.657941258,5122478.32235155,-1.509
46.2360576383866,-72.8711648108433,61,134,664136.657941258,5122478.32235157,-1.628
46.2360093202733,-72.8685726531864,61,135,664336.657941257,5122478.32235158,-1.532
46.2359609434275,-72.8659805021774,61,136,664536.657941256,5122478.3223516,-1.45
46.2359125078494,-72.8633883578242,61,137,664736.65794126,5122478.32235161,-1.626
46.2358640135396,-72.8607962201349,61,138,664936.657941258,5122478.32235163,-1.88
46.2358154604984,-72.8582040891176,61,139,665136.657941259,5122478.32235164,-2.02
46.2357668487262,-72.8556119647804,61,140,665336.657941261,5122478.32235165,-2.199
46.2357181782234,-72.8530198471312,61,141,665536.657941261,5122478.32235167,-2.184
46.2356694489904,-72.8504277361782,61,142,665736.657941263,5122478.32235168,-2.319
46.2356206610276,-72.8478356319294,61,143,665936.65794126,5122478.3223517,-2.28
46.2355718143354,-72.8452435343928,61,144,666136.657941262,5122478.32235171,-2.415
46.2355229089142,-72.8426514435766,61,145,666336.657941262,5122478.32235173,-2.469
46.2354739447643,-72.8400593594886,61,146,666536.657941264,5122478.32235174,-2.562
46.2354249218862,-72.8374672821371,61,147,666736.657941267,5122478.32235176,-2.681
46.2353758402802,-72.8348752115301,61,148,666936.657941265,5122478.32235177,-2.74
46.2353266999468,-72.8322831476756,61,149,667136.657941265,5122478.32235178,-2.875
46.2352775008864,-72.8296910905816,61,150,667336.657941268,5122478.3223518,-2.959
46.2352282430993,-72.8270990402563,61,151,667536.657941266,5122478.32235181,-3.031
46.235178926586,-72.8245069967076,61,152,667736.657941269,5122478.32235183,-3.111
46.2351295513468,-72.8219149599437,61,153,667936.657941269,5122478.32235184,-3.17
46.2350801173821,-72.8193229299726,61,154,668136.657941268,5122478.32235186,-3.191
46.2350306246924,-72.8167309068022,61,155,668336.657941269,5122478.32235187,-3.161
46.2349810732781,-72.8141388904408,61,156,668536.657941271,5122478.32235189,-3.209
46.2349314631395,-72.8115468808963,61,157,668736.65794127,5122478.3223519,-3.21
46.234881794277,-72.8089548781768,61,158,668936.657941271,5122478.32235192,-3.256
46.2348320666911,-72.8063628822903,61,159,669136.657941271,5122478.32235193,-3.257
46.2347822803821,-72.8037708932449,61,160,669336.657941274,5122478.32235195,-3.238
46.2347324353504,-72.8011789110487,61,161,669536.657941274,5122478.32235196,-3.32
46.2346825315965,-72.7985869357096,61,162,669736.657941276,5122478.32235197,-3.331
46.2346325691208,-72.7959949672358,61,163,669936.657941275,5122478.32235199,-3.473
46.2345825479236,-72.7934030056353,61,164,670136.657941274,5122478.322352,-3.603
46.2345324680054,-72.7908110509161,61,165,670336.657941276,5122478.32235202,-3.689
46.2344823293666,-72.7882191030863,61,166,670536.657941275,5122478.32235203,-3.895
46.2344321320075,-72.785627162154,61,167,670736.657941275,5122478.32235205,-4.038
46.2343818759285,-72.7830352281271,61,168,670936.657941278,5122478.32235206,-4.107
46.2343315611302,-72.7804433010138,61,169,671136.65794128,5122478.32235207,-3.984
46.2342811876129,-72.7778513808221,61,170,671336.657941281,5122478.32235209,-3.643
46.2342307553769,-72.77525946756,61,171,671536.657941282,5122478.3223521,-3.412
46.2341802644227,-72.7726675612357,61,172,671736.657941282,5122478.32235212,-3.827
46.2341297147508,-72.7700756618571,61,173,671936.657941282,5122478.32235213,-4.368
46.2340791063614,-72.7674837694323,61,174,672136.657941282,5122478.32235215,-4.869
46.2340284392551,-72.7648918839693,61,175,672336.657941285,5122478.32235216,-13.808
46.2339777134322,-72.7623000054762,61,176,672536.657941284,5122478.32235218,-14.878
46.2339269288932,-72.7597081339611,61,177,672736.657941284,5122478.32235219,-15.038
46.2338760856384,-72.7571162694319,61,178,672936.657941285,5122478.3223522,-14.358
46.2338251836683,-72.7545244118968,61,179,673136.657941288,5122478.32235222,-6.594
46.2337742229832,-72.7519325613638,61,180,673336.657941286,5122478.32235223,-5.722
46.2337232035836,-72.7493407178409,61,181,673536.657941287,5122478.32235225,-4.455
46.2336721254699,-72.7467488813362,61,182,673736.657941288,5122478.32235226,-3.764
46.2336209886425,-72.7441570518577,61,183,673936.65794129,5122478.32235228,-3.442
46.2335697931019,-72.7415652294136,61,184,674136.657941289,5122478.32235229,-3.367
46.2335185388483,-72.7389734140117,61,185,674336.657941289,5122478.32235231,-3.62
46.2334672258823,-72.7363816056603,61,186,674536.657941292,5122478.32235232,-3.272
46.2334158542043,-72.7337898043672,61,187,674736.65794129,5122478.32235234,-2.799
46.2333644238146,-72.7311980101406,61,188,674936.657941292,5122478.32235235,-2.671
46.2333129347138,-72.7286062229886,61,189,675136.657941293,5122478.32235236,-2.695
46.2332613869021,-72.7260144429191,61,190,675336.657941292,5122478.32235238,-2.49
46.2332097803801,-72.7234226699402,61,191,675536.657941295,5122478.32235239,-2.679
46.2331581151481,-72.72083090406,61,192,675736.657941296,5122478.32235241,-2.555
46.2331063912065,-72.7182391452866,61,193,675936.657941295,5122478.32235242,-2.531
46.2330546085558,-72.7156473936278,61,194,676136.657941297,5122478.32235244,-2.57
46.2330027671964,-72.7130556490919,61,195,676336.657941298,5122478.32235245,-2.8
46.2329508671288,-72.7104639116868,61,196,676536.657941298,5122478.32235247,-2.833
46.2328989083532,-72.7078721814206,61,197,676736.657941299,5122478.32235248,-2.831
46.2328468908702,-72.7052804583014,61,198,676936.6579413,5122478.3223525,-2.614
46.2327948146801,-72.7026887423371,61,199,677136.657941298,5122478.32235251,-2.416
46.2327426797835,-72.7000970335359,61,200,677336.657941302,5122478.32235252,-2.141
46.2326904861806,-72.6975053319058,61,201,677536.657941303,5122478.32235254,-1.86
46.232638233872,-72.6949136374547,61,202,677736.657941303,5122478.32235255,-1.599
46.232585922858,-72.6923219501909,61,203,677936.657941305,5122478.32235257,-1.514
46.2325335531391,-72.6897302701223,61,204,678136.657941302,5122478.32235258,-1.552
46.2324811247157,-72.6871385972569,61,205,678336.657941303,5122478.3223526,-1.394
46.2324286375882,-72.6845469316028,61,206,678536.657941303,5122478.32235261,-1.307
46.232376091757,-72.6819552731681,61,207,678736.657941307,5122478.32235263,-1.14
46.2323234872226,-72.6793636219608,61,208,678936.657941308,5122478.32235264,-1.046
46.2322708239854,-72.6767719779889,61,209,679136.657941306,5122478.32235265,-1.006
46.2322181020458,-72.6741803412606,61,210,679336.657941309,5122478.32235267,-1.082
46.2321653214043,-72.6715887117837,61,211,679536.657941309,5122478.32235268,-0.879
46.2321124820612,-72.6689970895664,61,212,679736.657941307,5122478.3223527,-0.727
46.232059584017,-72.6664054746168,61,213,679936.65794131,5122478.32235271,-0.376
46.2348340882267,-72.902339788501,62,122,661736.657941264,5122278.32235139,-0.103
46.2347864779066,-72.8997476362814,62,123,661936.657941263,5122278.32235141,-0.222
46.2347388088529,-72.8971554906122,62,124,662136.657941263,5122278.32235142,-0.295
46.2346910810661,-72.8945633515014,62,125,662336.657941265,5122278.32235144,-0.413
46.2346432945465,-72.8919712189571,62,126,662536.657941267,5122278.32235145,-0.484
